Length of each field (nt):
      168.000
Number of Pressure levels (np):
      35.0000
Pressure Levels p(np)_mb :
  9.6500000e+02  9.4000000e+02  9.1500000e+02  8.9000000e+02  8.6500000e+02
  8.4000000e+02  8.1500000e+02  7.9000000e+02  7.6500000e+02  7.4000000e+02
  7.1500000e+02  6.9000000e+02  6.6500000e+02  6.4000000e+02  6.1500000e+02
  5.9000000e+02  5.6500000e+02  5.4000000e+02  5.1500000e+02  4.9000000e+02
  4.6500000e+02  4.4000000e+02  4.1500000e+02  3.9000000e+02  3.6500000e+02
  3.4000000e+02  3.1500000e+02  2.9000000e+02  2.6500000e+02  2.4000000e+02
  2.1500000e+02  1.9000000e+02  1.6500000e+02  1.4000000e+02  1.1500000e+02
Time t(nt):
  9.2728996e+01  9.2853996e+01  9.2978996e+01  9.3103996e+01  9.3228996e+01
  9.3353996e+01  9.3478996e+01  9.3603996e+01  9.3728996e+01  9.3853996e+01
  9.3978996e+01  9.4103996e+01  9.4228996e+01  9.4353996e+01  9.4478996e+01
  9.4603996e+01  9.4728996e+01  9.4853996e+01  9.4978996e+01  9.5103996e+01
  9.5228996e+01  9.5353996e+01  9.5478996e+01  9.5603996e+01  9.5728996e+01
  9.5853996e+01  9.5978996e+01  9.6103996e+01  9.6228996e+01  9.6353996e+01
  9.6478996e+01  9.6603996e+01  9.6728996e+01  9.6853996e+01  9.6978996e+01
  9.7103996e+01  9.7228996e+01  9.7353996e+01  9.7478996e+01  9.7603996e+01
  9.7728996e+01  9.7853996e+01  9.7978996e+01  9.8103996e+01  9.8228996e+01
  9.8353996e+01  9.8478996e+01  9.8603996e+01  9.8728996e+01  9.8853996e+01
  9.8978996e+01  9.9103996e+01  9.9228996e+01  9.9353996e+01  9.9478996e+01
  9.9603996e+01  9.9728996e+01  9.9853996e+01  9.9978996e+01  1.0010400e+02
  1.0022900e+02  1.0035400e+02  1.0047900e+02  1.0060400e+02  1.0072900e+02
  1.0085400e+02  1.0097900e+02  1.0110400e+02  1.0122900e+02  1.0135400e+02
  1.0147900e+02  1.0160400e+02  1.0172900e+02  1.0185400e+02  1.0197900e+02
