Number of Single-Level Fields:
      43
Length of each field:
      102.000
                                            Calday
  2.6972900e+02  2.6985400e+02  2.6997900e+02  2.7010400e+02  2.7022900e+02
  2.7035400e+02  2.7047900e+02  2.7060400e+02  2.7072900e+02  2.7085400e+02
  2.7097900e+02  2.7110400e+02  2.7122900e+02  2.7135400e+02  2.7147900e+02
  2.7160400e+02  2.7172900e+02  2.7185400e+02  2.7197900e+02  2.7210400e+02
  2.7222900e+02  2.7235400e+02  2.7247900e+02  2.7260400e+02  2.7272900e+02
  2.7285400e+02  2.7297900e+02  2.7310400e+02  2.7322900e+02  2.7335400e+02
  2.7347900e+02  2.7360400e+02  2.7372900e+02  2.7385400e+02  2.7397900e+02
  2.7410400e+02  2.7422900e+02  2.7435400e+02  2.7447900e+02  2.7460400e+02
  2.7472900e+02  2.7485400e+02  2.7497900e+02  2.7510400e+02  2.7522900e+02
  2.7535400e+02  2.7547900e+02  2.7560400e+02  2.7572900e+02  2.7585400e+02
  2.7597900e+02  2.7610400e+02  2.7622900e+02  2.7635400e+02  2.7647900e+02
  2.7660400e+02  2.7672900e+02  2.7685400e+02  2.7697900e+02  2.7710400e+02
  2.7722900e+02  2.7735400e+02  2.7747900e+02  2.7760400e+02  2.7772900e+02
  2.7785400e+02  2.7797900e+02  2.7810400e+02  2.7822900e+02  2.7835400e+02
  2.7847900e+02  2.7860400e+02  2.7872900e+02  2.7885400e+02  2.7897900e+02
  2.7910400e+02  2.7922900e+02  2.7935400e+02  2.7947900e+02  2.7960400e+02
  2.7972900e+02  2.7985400e+02  2.7997900e+02  2.8010400e+02  2.8022900e+02
  2.8035400e+02  2.8047900e+02  2.8060400e+02  2.8072900e+02  2.8085400e+02
  2.8097900e+02  2.8110400e+02  2.8122900e+02  2.8135400e+02  2.8147900e+02
  2.8160400e+02  2.8172900e+02  2.8185400e+02  2.8197900e+02  2.8210400e+02
  2.8222900e+02  2.8235400e+02
                                              Year
  2.0000000e+03  2.0000000e+03  2.0000000e+03  2.0000000e+03  2.0000000e+03
  2.0000000e+03  2.0000000e+03  2.0000000e+03  2.0000000e+03  2.0000000e+03
  2.0000000e+03  2.0000000e+03  2.0000000e+03  2.0000000e+03  2.0000000e+03
  2.0000000e+03  2.0000000e+03  2.0000000e+03  2.0000000e+03  2.0000000e+03
  2.0000000e+03  2.0000000e+03  2.0000000e+03  2.0000000e+03  2.0000000e+03
  2.0000000e+03  2.0000000e+03  2.0000000e+03  2.0000000e+03  2.0000000e+03
  2.0000000e+03  2.0000000e+03  2.0000000e+03  2.0000000e+03  2.0000000e+03
  2.0000000e+03  2.0000000e+03  2.0000000e+03  2.0000000e+03  2.0000000e+03
  2.0000000e+03  2.0000000e+03  2.0000000e+03  2.0000000e+03  2.0000000e+03
  2.0000000e+03  2.0000000e+03  2.0000000e+03  2.0000000e+03  2.0000000e+03
  2.0000000e+03  2.0000000e+03  2.0000000e+03  2.0000000e+03  2.0000000e+03
  2.0000000e+03  2.0000000e+03  2.0000000e+03  2.0000000e+03  2.0000000e+03
  2.0000000e+03  2.0000000e+03  2.0000000e+03  2.0000000e+03  2.0000000e+03
  2.0000000e+03  2.0000000e+03  2.0000000e+03  2.0000000e+03  2.0000000e+03
  2.0000000e+03  2.0000000e+03  2.0000000e+03  2.0000000e+03  2.0000000e+03
  2.0000000e+03  2.0000000e+03  2.0000000e+03  2.0000000e+03  2.0000000e+03
