Number of Single-Level Fields:
      43
Length of each field:
      78.0000
                                            Calday
  1.9372900e+02  1.9385400e+02  1.9397900e+02  1.9410400e+02  1.9422900e+02
  1.9435400e+02  1.9447900e+02  1.9460400e+02  1.9472900e+02  1.9485400e+02
  1.9497900e+02  1.9510400e+02  1.9522900e+02  1.9535400e+02  1.9547900e+02
  1.9560400e+02  1.9572900e+02  1.9585400e+02  1.9597900e+02  1.9610400e+02
  1.9622900e+02  1.9635400e+02  1.9647900e+02  1.9660400e+02  1.9672900e+02
  1.9685400e+02  1.9697900e+02  1.9710400e+02  1.9722900e+02  1.9735400e+02
  1.9747900e+02  1.9760400e+02  1.9772900e+02  1.9785400e+02  1.9797900e+02
  1.9810400e+02  1.9822900e+02  1.9835400e+02  1.9847900e+02  1.9860400e+02
  1.9872900e+02  1.9885400e+02  1.9897900e+02  1.9910400e+02  1.9922900e+02
  1.9935400e+02  1.9947900e+02  1.9960400e+02  1.9972900e+02  1.9985400e+02
  1.9997900e+02  2.0010400e+02  2.0022900e+02  2.0035400e+02  2.0047900e+02
  2.0060400e+02  2.0072900e+02  2.0085400e+02  2.0097900e+02  2.0110400e+02
  2.0122900e+02  2.0135400e+02  2.0147900e+02  2.0160400e+02  2.0172900e+02
  2.0185400e+02  2.0197900e+02  2.0210400e+02  2.0222900e+02  2.0235400e+02
  2.0247900e+02  2.0260400e+02  2.0272900e+02  2.0285400e+02  2.0297900e+02
  2.0310400e+02  2.0322900e+02  2.0335400e+02
                                              Year
  1.9990000e+03  1.9990000e+03  1.9990000e+03  1.9990000e+03  1.9990000e+03
  1.9990000e+03  1.9990000e+03  1.9990000e+03  1.9990000e+03  1.9990000e+03
  1.9990000e+03  1.9990000e+03  1.9990000e+03  1.9990000e+03  1.9990000e+03
  1.9990000e+03  1.9990000e+03  1.9990000e+03  1.9990000e+03  1.9990000e+03
  1.9990000e+03  1.9990000e+03  1.9990000e+03  1.9990000e+03  1.9990000e+03
  1.9990000e+03  1.9990000e+03  1.9990000e+03  1.9990000e+03  1.9990000e+03
  1.9990000e+03  1.9990000e+03  1.9990000e+03  1.9990000e+03  1.9990000e+03
